UT,英文姓名,中文姓名,作者顺序
000464796300001,Hao, Lingyun,郝凌云,4
000464796300001,Wang, Wei,汪玮,5
000445095600006,Wang, Zhongwei,王忠伟,1
000297559600011,Hu, Xiaohong,胡小红,1
001444144000001,Zhao, Yijie,赵毅杰,7
001420191000001,Wang, Sake,汪萨克,1
000981285300001,Qu, Yawei,曲雅微,5
000640749000019,Xu, Haiyan,徐海燕,1
000629181400081,Chen, Danyan,陈丹艳,1
000629181400081,Li, Shilong,,5
000629181400081,Huang, Shulei,,6
000629181400081,Wu, Siyuan,,7
000629181400081,Liu, Hanming,,8
000690758200014,Xu, Bin,徐斌,1
000568659300011,Huang, Xinmei,黄鑫梅,3
000504635000007,Wang, Sake,汪萨克,3
000432504000003,Zhang, Wenyan,张文妍,1
000432504000003,Shen, Chen,,2
001498761000035,Sun, Yuyu,,3
001262551700001,Zhang, Huanshi,张焕仕,1
000853963500001,Pei, Pengyu,裴鹏宇,1
000728291800002,Li, Junlin,李俊琳,2
000540062200001,Hu, Guangming,胡光明,2
000436302700028,Wei, Pengfei,韦鹏飞,1
000436302700028,Wang, Kunyan,王昆彦,7
000393681900158,Qin, F.,秦峰,1
000279134100004,Yan, Xiaoyong,严筱永,2
001044264900030,Wang, Lingling,王玲玲,8
000920570700001,Wang, Dawei,王大伟,2
000815223600001,Jiang, Yue,姜悦,1
000470873000013,Kuang, Caiyuan,匡才远,3
001726436000001,Ge, Shanshan,葛珊珊,1
001726436000001,Wang, Yizhi,王逸之,3
001726436000001,Ma, Fengyuan,,4
001726436000001,Zhai, Lixin,,5
001191790700001,Ma, Ji,马冀,5
001119228000017,Yan, Hao,阎浩,1
001119228000017,Liu, Yanan,柳亚男,2
001119228000017,Huang, Dandan,黄丹丹,3
001119228000017,Qiu, Shuo,邱硕,4
001119228000017,Zhang, Zheng,张正,5
001071943900001,Liu, Ya,刘娅,1
001071943900001,Chen, Danyan,陈丹艳,3
001071943900001,Zheng, Wei,郑玮,4
001270802700001,Wang, Xuedao,王雪道,1
001270802700001,Wang, Lingling,王玲玲,4
000391226300001,Hu, Guobing,胡国兵,4
001650669600001,Zhou, Guangyao,周光耀,5
001569991300001,Zhu, Xianjun,朱咸军,2
000886129500001,Dai, Wei,戴薇,1
000866454800001,Guan, Minjun,管旻珺,1
001107527400018,Hu, Guangming,胡光明,1
000579453200001,Gao, Ying-Jie,高英杰,1
000579453200001,Ye, Quan-Yi,叶全意,3
001374083100001,Lotz, Tom,,1
001374083100001,Chen, Wenjun,陈文君,2
001374083100001,Su, Shoubao,苏守宝,3
000874585100001,Chen, Peng,陈鹏,1
000485861500014,Wang, Sake,汪萨克,2
000451213200049,Zhang, Pengzhan,张鹏展,1
000451213200049,Zhang, Leng,张冷,2
000451213200049,Wang, Sake,汪萨克,4
001729537100001,Zhou, Yayu,,4
001652601300001,Dai, Wei,戴薇,5
000956195400001,Zhang, Chaolong,张朝龙,1
001363455400001,Qu, Yawei,曲雅微,1
001363455400001,Fang, Yuxin,,2
001363455400001,Zhu, Shengbo,,6
001363455400001,Qin, Haoran,,7
001363455400001,Que, Fan,,8
001275190200001,Fan, Wenhu,樊文虎,1
001275190200001,Fan, Xiaofeng,,5
001245970700026,Zhang Leng,张冷,1
001245970700026,Wu Kong-Ping,吴孔平,4
001245970700026,Zhang Peng-Zhan,张鹏展,5
001245970700026,Liu Fei,刘飞,6
001225560700001,Jiang, Jin,姜劲,5
000443718400035,Zheng, Wei,郑玮,1
000404689200012,Lin, Qing,林青,6
001193604800029,Zhang Leng,张冷,1
001193604800029,Zhang Peng-Zhan,张鹏展,2
001193604800029,Liu Fei,刘飞,3
001193604800029,Li Fang-Zheng,李方政,4
001193604800029,Luo Yi,,5
001193604800029,Wu Kong-Ping,吴孔平,7
001069266400005,Chen, Lin,陈琳,1
001069266400005,Zeng, Pengxiang,,7
001069266400005,Sun, Chen,,8
000419364800002,Ma, Yan,马艳,4
000299544900004,Hu, Xiaohong,胡小红,1
001546846700032,Tao, Jing,陶静,4
001546846700032,Zhang, Mengqi,张梦琪,5
001503899100001,Han, Bing,韩冰,10
001217104500056,Wang, Lingling,王玲玲,4
001197796300001,Qu, Yawei,曲雅微,5
000783033000001,Jin, Chenhua,金辰华,1
000714011100001,Hu, Xuemin,胡学敏,1
000714011100001,Ye, Yuanfeng,叶原丰,5
000646002100001,Liu, Ya,刘娅,1
000646002100001,Zhang, Yan,张燕,5
000438709300029,Yao, Jiandong,姚健东,1
000332455400002,Zhang, Zhicheng,张志成,3
000260702000010,Li Ying,,3
001457958600001,Zhang, Chaolong,张朝龙,5
001404502900001,Li, Yu,李玉,4
001326358200001,Wang, Sake,汪萨克,6
000858665200001,Song, Yongsheng,宋永生,3
000785064900001,Wang, Fangli,王芳丽,2
000605772200001,Jiang, Jin,姜劲,2
000330820600078,Lin, Qing,林青,1
000330820600078,Zhang, Wenyan,张文妍,2
000310105900015,Deng Kai-dong,邓凯东,5
001219441400001,Zhang, Chaolong,张朝龙,1
001219441400001,Yang, Zhong,杨忠,3
001219441400001,Zhou, Ziheng,周子恒,5
001035186900001,Wang, Yu,王预,1
001035186900001,Li, Yun,,7
001003762500001,Guo, Jing,郭婧,1
001003762500001,Li, Wenfeng,李文锋,2
001003762500001,Zhu, Xianjun,朱咸军,3
001003762500001,Li, Hui,李慧,4
000990016100007,Kong, Lingjun,孔令军,1
000787052100001,Ning, Kun,宁坤,1
000787052100001,Wang, Yaolong,,3
000787052100001,Ma, Yan,马艳,5
000475580500001,Ge, Ting,葛婷,1
000397360000048,Zhang, Wenyan,张文妍,1
000397360000048,Jiang, Ziqiu,,2
000397360000048,Hao, Lingyun,郝凌云,3
001603219800002,Qian, Xinjie,钱欣洁,1
001112652000001,Hu, Xuemin,胡学敏,5
000487766700032,Liu Ya,刘娅,3
000327178900001,Zhang, Zhicheng,张志成,3
001380489400005,Huang, Yong,黄勇,5
001284927300001,Zhang, Wenyan,张文妍,1
001284927300001,Wang, Kunyan,王昆彦,2
001277625700001,Wan, Jian,万剑,2
000857113800002,Zhang, Hui,张慧,1
000657671800005,Song, Yongsheng,宋永生,3
000518952700001,Wang, Sake,汪萨克,2
000519700800025,Qiu, Shuo,邱硕,1
000482246300008,Li, J. E.,李金娥,4
000445193900023,Wang, Q.,王倩,3
001389167500080,Wang, Yizhi,王逸之,3
000872321300001,Lyu, Fei,吕飞,4
000711830600001,Li, Jingxian,李景仙,5
000732065900001,Wang, Jiaqi,王嘉琦,1
000599457500001,Dai, Wei,戴薇,1
001503423000011,Shen, Jiexi,沈皆希,1
001469900000001,Song, Shoutan,宋守坛,3
001469900000001,Yang, Dong,杨栋,5
000379796400027,Jiang, Juan-Fen,蒋娟芬,2
001452711900001,Fan, Junjun,范俊俊,2
001452711900001,Cai, Yanan,,4
001452711900001,Dong, Ruixia,董瑞霞,7
001417954300001,Heng, Xinchen,衡新辰,3
001056869300001,Jin, Chenhua,金辰华,1
000456419200152,Zhang, Pengzhan,张鹏展,1
000456419200152,Zhang, Leng,张冷,2
000456419200152,Wang, Sake,汪萨克,4
000438624200009,Mo, Xiaohui,莫晓晖,5
000509476600105,Guo, Yu,郭语,1
001536797300001,Hu, Xuemin,胡学敏,10
001344055700001,Hu, Xuemin,胡学敏,1
001344055700001,Ye, Yuanfeng,叶原丰,4
001142049600001,Song, Yongsheng,宋永生,3
000865426700001,Lyu, Fei,吕飞,1
000865426700001,Wu, Chaoran,,2
000755466400001,Huang, Xinmei,黄鑫梅,3
000755466400001,Yang, Yun,杨昀,4
000703519300003,Huang, Xinmei,黄鑫梅,2
000598777300015,Wang, Lingyu,王玲玉,3
001605609900001,Qian, Xinjie,钱欣洁,1
000880304300001,Zhang, Leng,张冷,2
000880304300001,Wang, Sake,汪萨克,4
000605928700001,Song, Yongsheng,宋永生,3
000511118100018,Wang, Yingying,王莹莹,1
000525323800003,Li, Ming,李铭,6
001400445000001,Wang, Yun,王耘,11
001369833900001,Wu, Kongping,吴孔平,2
001327221700001,Zhang, Xiaomin,张小敏,1
001327221700001,Yang, Xiaoli,杨晓莉,3
001327221700001,Ye, Yuanfeng,叶原丰,4
001327221700001,Kang, Qiannan,,9
000660243300011,Wang, Zhao,王昭,1
000660243300011,Shen, Yulin,,5
000498337300010,Chen, Danyan,陈丹艳,1
001178114600001,Bian, Gaorui,边高瑞,2
000506484900001,Hu, Guangming,胡光明,1
000475857300035,Xuan, Weihong,宣卫红,4
001589856100001,Zhou, Yayu,,4
001567932700001,Jiang, Yan-Bin,姜彦彬,6
001168697200001,Hu, Yingfei,胡颖飞,1
001168697200001,Hu, Qingyuan,,2
001168697200001,Zhao, Mengting,,4
001168697200001,Wang, Yumeng,,5
001168697200001,Guan, Hangmin,管航敏,6
001168697200001,Hu, Xuemin,胡学敏,7
001168697200001,Wang, Yuanyuan,汪园园,8
000906213700001,Yang, Wankou,,7
000690121300001,Li, Hongqiu,李鸿秋,1
000500927400004,Zhang, Jun,张骏,1
001590455800001,Zhou, Guangyao,周光耀,1
001241001900001,Chen, Danyan,陈丹艳,1
001241001900001,Li, Hailing,李海玲,5
001241001900001,Wang, Changyi,王长义,6
001241001900001,Jiang, Xiaorui,,7
001241001900001,Li, Shilong,,8
001241001900001,Shen, Yan,,9
001241001900001,Dai, Aijun,,10
001181620500001,Wang, Fa,王发,1
001082511100001,Shen, Jiexi,沈皆希,1
001039675900001,Wang, Bingjun,王丙均,1
000456853000001,Zhang, Zhao,张曌,3
001418841300022,Zhang, Hui,张慧,1
000816527000001,Zhang, Ling-Ling,张玲玲,1
000568659300039,Wang, Qianqian,王倩倩,1
001446405600001,Song, Chi,宋驰,1
001036181600001,Wang, Sake,汪萨克,7
000478384200001,Wang, Yun,王耘,3
000418064900035,Li, Xinhua,李新华,2
000313960500119,Zhang, M.,张敏,3
001722457100001,Jiang, Yue,姜悦,5
001409936900001,Zhao, Huiyue,赵慧玥,9
001141283300001,Tang, Jiaxuan,唐家轩,2
001150837600001,Ma, Lejun,马乐军,1
000850409200011,Zhang, Zhao,张曌,3
000434004300041,Zhang, Wenyan,张文妍,3
001487398400001,Zhou, Guangyao,周光耀,8
001450285000001,Zhou, Youbin,,5
000498161700001,Zhang, Pengzhan,张鹏展,3
001598156600001,Chen, Danyan,陈丹艳,8
001556236600014,Wang, Xuedao,王雪道,4
000777861800004,Jin, Chenhua,金辰华,4
000690630100001,Ma, Yingyi,马颖忆,4
000616467500001,Li, Jingxian,李景仙,1
000543956500021,Zai, Xue-Ming,宰学明,3
000380915300004,Zhu, Lingxue,朱凌雪,3
001148384000001,Li, Jingxian,李景仙,6
000581780400052,Lu, Jie,陆洁,7
000952282600001,Wang, Zhao,王昭,1
000952282600001,Shen, Yulin,,5
000863836800001,Wang, Bingjun,王丙均,1
000777774300013,Zhu, Xianjun,朱咸军,3
000542557700001,Wang, S. K.,汪萨克,6
000448497800013,Zhang, Zhao,张曌,3
000432102500021,Xuan, Weihong,宣卫红,1
000432102500021,Chen, Yuzhi,陈育志,5
000716391300001,Xu, Wei,许薇,1
000748943800008,Kong, Lingjun,孔令军,1
000748943800008,Tian, Jin,田锦,3
001459513700009,Chen, Xiaoyun,陈晓云,1
001436222200001,Shen, Jingyi,,3
001236271000011,Chen, Xiaoyun,陈晓云,3
000551855600001,Zhao, Haifeng,赵海峰,5
001329294500062,Zhang, Chaolong,张朝龙,1
001329294500062,Zhou, Ziheng,周子恒,3
001329294500062,Chen, Shi,陈石,4
000961022400001,Ma, Yingyi,马颖忆,5
001450909800001,Chen, Danyan,陈丹艳,1
001450909800001,Li, Hailing,李海玲,2
001450909800001,Ma, Jingze,,4
001450909800001,Li, Shilong,,5
001450909800001,Jiang, Xiaorui,,6
001450909800001,Dai, Aijun,,7
001450909800001,Yu, Hao,,8
001450909800001,Zhang, Yingying,张迎莹,9
001450909800001,Liu, Ya,刘娅,10
001286233400001,Zhao, Yijie,赵毅杰,7
001168779800001,Pei, Pengyu,裴鹏宇,1
001168779800001,Zhou, Jinyu,周金宇,3
001168779800001,Lu, Junfeng,卢军锋,4
001105392500001,Jin, Chenhua,金辰华,1
000543049900024,Yan, Hao,阎浩,1
000560881300140,Li, Hui,李慧,1
001657463400001,Ma, Haoxia,马好霞,10
001307158000001,Guo, Hongtao,郭洪涛,1
001268873900001,Zhu, Jie,朱杰,1
000990427200001,Zhang, Hui,张慧,1
000736229200001,Wang, Yizhi,王逸之,3
000456543300001,Fan, Lixing,范立行,1
000331608000197,Zhang, M.,张敏,6
001651534300001,Chen, Xiaoyun,陈晓云,3
001019947800001,Dai, Shaoyu,戴绍虞,1
000493560600022,Huang, Donghui,黄冬辉,6
000475313700001,Tang, Yujuan,唐玉娟,1
000475313700001,Yang, Zhong,杨忠,4
000466540700001,Yan, Hao,阎浩,3
001723183300001,Wang, Yizhi,王逸之,3
001236810900001,Qu, Yawei,曲雅微,5
001042847600001,Wang, Zhao,王昭,1
001042847600001,Shen, Yulin,,5
000716870500008,Tian Li-Ping,田丽萍,3
000450761900001,Su, Hui,苏慧,1
000450761900001,Song, Yongsheng,宋永生,3
000450761900001,Mao, Kunming,毛昆明,4
001601500400001,Liu, Li,刘丽,1
001578391000001,Lu, Junfeng,卢军锋,1
001455216700001,Zhang, Haitao,张海涛,2
001455216700001,Jin, Weiwei,,5
001455216700001,Hu, Xiaohong,胡小红,9
001083710900001,Zang, Xian,臧娴,7
000494684600050,Wang, Zhao,王昭,2
000445217800001,Xuan, Weihong,宣卫红,3
000445217800001,Chen, Yuzhi,陈育志,4
000418426700001,Chen, Yuzhi,陈育志,4
001675038000001,Chen, Xiaoyun,陈晓云,1
001675038000001,Chen, Yuan,陈远,3
001211048800001,Zhang, Leng,张冷,6
001135364000001,Wang, Wei,汪玮,9
000735470100001,Gui, Wenming,桂文明,1
000735470100001,Zang, Xian,臧娴,3
000568301200001,Wu, Kongping,吴孔平,1
000568301200001,Zhang, Leng,张冷,3
000568301200001,Zhang, Pengzhan,张鹏展,4
000568301200001,Liu, Fei,刘飞,5
000434996400088,Gui, Wenming,桂文明,1
000434996400088,Sun, Yao,孙垚,2
000434996400088,Tao, Yuting,陶玉婷,3
001582322400009,Wang, Wei,汪玮,4
001264273500001,Zhang, Leng,张冷,4
001047353400002,Wang, Xinxin,,2
000805640600001,Du, Ling,都灵,6
001621980700001,Gao, Jun,,2
001621980700001,Zhao, Haifeng,赵海峰,4
000963618500001,Chen, Danyan,陈丹艳,6
000886212200001,Hu, Xingliu,胡兴柳,5
000763165300001,Chen, Hui,陈晖,7
000694467400001,Dong, Ruchan,董如婵,1
000694467400001,Zhang, Yan,张燕,3
000694467400001,Shen, Weiyan,沈维燕,5
001392776900001,Zhai, Hongjun,翟洪军,4
001318108200001,Dai, Shaoyu,戴绍虞,1
001070242900001,Hu, Xuemin,胡学敏,8
000582529400086,Xuan, Weihong,宣卫红,5
000582529400086,Chen, Yuzhi,陈育志,6
000336729500050,Zhang, M.,张敏,3
001460154600005,Li, Hongqiu,李鸿秋,1
001264047100001,Qu, Yawei,曲雅微,5
001112702200001,Li, Hongqiu,李鸿秋,7
000656384600001,Xie, Li,谢丽,1
001262152900001,Ning, Kun,宁坤,1
001262152900001,Fan, Yuqing,,3
000970159600001,Zhang, Pengzhan,张鹏展,1
000970159600001,Zhang, Leng,张冷,2
000970159600001,Lyu, Fei,吕飞,3
000970159600001,Wang, Danbei,王丹蓓,4
000970159600001,Zhang, Ling,张玲,5
000970159600001,Wu, Kongpin,吴孔平,6
000970159600001,Wang, Sake,汪萨克,7
000868852800001,Wang, Jiaqi,王嘉琦,2
000560292400004,Fan, Junjun,范俊俊,2
000365057600005,Xu, Qin,徐琴,1
000270102300018,Zhang Chang-Qing,张长青,1
001684939900001,Zhang, Chaolong,张朝龙,6
001668150700006,Lu, Junfeng,卢军锋,1
001447681700001,Zhao, Juan,赵娟,1
001447681700001,Yan, Hao,阎浩,4
001447681700001,Zhang, Zheng,张正,5
000966682600001,Liu, Guoxiu,刘国秀,3
000582725100018,Wang, Xiaoqiu,王晓秋,5
001595164900036,Zhong, Wen,钟雯,5
001588963500001,Bai, Bingfeng,白冰峰,3
001384824400001,Zhu, Jie,朱杰,1
001338819800001,Li, Jingxian,李景仙,6
001438426800001,Bai, Bingfeng,白冰峰,1
001646130700004,Qu, Yawei,曲雅微,6
001626315400001,Zhou, Guangyao,周光耀,5
001441485600013,Wu, Kongping,吴孔平,1
001383451400001,Li, Xing,李星,2
001349716700001,Wang, Jianquan,王建全,10
000823216000001,Dai, Qian,代倩,1
001162555800002,Gao, Yuan,高原,10
001115089000001,Zhang, Chaolong,张朝龙,6
000634540000039,Wang, Panxiu,王潘绣,6
000866245600004,Chen, Danyan,陈丹艳,1
000766277800057,Tao, Yonghui,陶永会,2
001365177600001,Xu, Bei,许蓓,5
001307372000001,Wan, Mengqi,万梦琦,5
001012502700001,Shan, Xiaofeng,单晓峰,1
001012502700001,Wang, Chishe,王池社,4
000309881200001,Zhang, Changqing,张长青,1
001198363700012,Jiang, Yue,姜悦,5
000519564600140,Dong, Ruchan,董如婵,1
001462412300001,Tong, Chao,童超,5
000870292700005,Chen, Lin,陈琳,1
000870292700005,Tian, Liping,田丽萍,4
000870292700005,Shen, Lingbin,沈令斌,7
000870292700005,Wang, Yunji,王云姬,8
000870292700005,Ding, Dongyan,丁冬艳,9
000870292700005,Ji, Ke,季珂,10
000870292700005,Yang, Jie,,11
000541487800005,Song, Chi,宋驰,2
001427093900003,Yu, Jiaming,,2
001427093900003,Wang, Sake,汪萨克,7
001302298500001,Zhao, Yuan,赵媛,1
001302298500001,Wang, Quan,,2
001302298500001,Hu, Rongrong,,3
001302298500001,Liu, Wenqiang,,4
001302298500001,Zhang, Xiaojuan,张小娟,5
001302298500001,Wang, Wei,汪玮,6
000596317100006,Gao, Ying-Jie,高英杰,2
001519059100001,Qu, Yawei,曲雅微,8
001063210000002,Chen, Xiaoyun,陈晓云,3
001689961300002,Yang, Laiyun,杨来运,4
000799656200001,Wei, Guanghua,魏广华,1
000621989200001,Lyu, Yanlin,吕艳琳,1
000444781000001,Wang, Sake,汪萨克,3
001267732600001,Qu, Yawei,曲雅微,4
001128838600010,Ding, Kaimeng,丁凯孟,9
000397198500001,Zhang, Wenyan,张文妍,1
000397198500001,Chen, Jiahua,,2
000397198500001,Hao, Lingyun,郝凌云,5
001638721200001,Chen, Yuzhi,陈育志,5
001340372100001,Wu, Kongping,吴孔平,1
000863308200001,Xu, Wei,许薇,1
000496155200015,Dong, Ruchan,董如婵,1
000472176900181,Wang, Sake,汪萨克,1
001352991100001,Qu, Yawei,曲雅微,8
001318166400001,Liu, Ya,刘娅,2
000815217700001,Zhou, Guangyao,周光耀,4
000787901000003,Hu, Xuemin,胡学敏,1
001606602000001,Jin, Chenhua,金辰华,5
000823997100001,Qu, Yawei,曲雅微,1
000594449500001,Wang, Hehua,王翯华,2
001624491600001,Li, Ming,李铭,1
001392753500011,Kong, Lingjun,孔令军,5
000716695600034,Qu, Aiyan,曲爱妍,1
001539982800001,Wang, Sake,汪萨克,6
001200535200001,Qu, Yawei,曲雅微,4
001489851200039,Zhang, Chaolong,张朝龙,3
001459598900005,Chen, Xiang,陈祥,1
001459598900005,Qu, Ruiyang,,2
001459598900005,Wang, Wei,汪玮,7
000949684800001,Deng, Yaling,邓亚玲,4
001512564600018,Zhao, Juan,赵娟,3
001342118800001,Wei, Wei,,1
001342118800001,Ding, Changfeng,,4
001020871800001,Fu, Yue,符越,2
001003490900001,Zhou, Guangyao,周光耀,3
000805977900002,Liu, Guanghui,,6
000805977900002,Hao, Lingyun,郝凌云,8
000283671200006,Dai ShaoYu,戴绍虞,1
000611897000034,Huang, Xinmei,黄鑫梅,3
000537629600011,Guo, Yanle,郭延乐,1
000508382100090,Huang, Lili,黄丽丽,3
001534524800020,Zhang, Chaolong,张朝龙,3
000959692300001,Qu, Yawei,曲雅微,4
001463280300001,Qu, Yawei,曲雅微,4
001365619600001,Wang, Sake,汪萨克,10
001301555500001,Han, Bing,韩冰,1
001181712300001,Wang, Xuedao,王雪道,1
001181712300001,Wang, Lingling,王玲玲,5
000718608600019,Yan, Hao,阎浩,1
000718608600019,Liu, Yanan,柳亚男,2
000718608600019,Qiu, Shuo,邱硕,3
000610400300001,Lyu, Yanlin,吕艳琳,1
000918414700001,Du, Ling,都灵,5
000866630800001,Li, Hongqiu,李鸿秋,1
000874256100001,Zhu, Yong,朱勇,1
000670989800001,Tao, Yonghui,陶永会,1
000522830300017,Wang, Qianqian,王倩倩,1
000499869900001,Hao, Lingyun,郝凌云,5
000414980000012,Tao, Yonghui,陶永会,1
001591695500025,Zhang, Chaolong,张朝龙,3
001392496100001,Han, Bing,韩冰,1
001322051400001,Zhang, Jin,张金,2
001322051400001,Wu, Youlong,吴有龙,3
001109674100001,Ding, Kaimeng,丁凯孟,9
001055973700001,Guan, Hangmin,管航敏,1
001055973700001,Guo, Rui,,2
001055973700001,Wang, Yuanyuan,汪园园,4
001055973700001,Zhang, Wenyan,张文妍,5
001055973700001,Hu, Yingfei,胡颖飞,8
001677897700001,Jiang, Yue,姜悦,5
000769931100014,Tao, Yonghui,陶永会,1
000585305600001,Chen, Junhong,陈俊红,3
001575787400001,Wang, Sake,汪萨克,7
001386012600001,Zhang, Zhao,张曌,1
001386012600001,Zhang, Chaolong,张朝龙,4
001386012600001,Zhou, Yujie,,6
001386012600001,Yang, Zhong,杨忠,7
001386012600001,Liu, Xuming,刘旭明,8
001386012600001,Chen, Shi,陈石,9
000459584100012,Wang, Sake,汪萨克,2
000429944400001,Wang, Sake,汪萨克,1
001241622200004,Hu, Xuemin,胡学敏,3
000823420100004,Liu, Huan,刘欢,1
001669820800001,Ma, Haoxia,马好霞,11
001164121600001,Chen, Xiang,陈祥,1
001141856800001,Chen, Danyan,陈丹艳,1
001141856800001,Liu, Ya,刘娅,3
001141856800001,Li, Shilong,,5
001141856800001,Ma, Jingze,,6
001141856800001,Jiang, Xiaorui,,8
001141856800001,Sun, Shuhui,,9
001141856800001,Yang, Zhi,,10
001141856800001,Wang, Changyi,王长义,11
000504745600040,Chen, Miao,陈淼,2
001588382000007,Fu, Hailuo,付海罗,6
001069412100001,Ye, Jiamin,,3
001069412100001,Dai, Aijun,,4
001069412100001,Chen, Danyan,陈丹艳,10
000605760100012,Pang, Juan,庞娟,4
001605128000031,Liu, Hui,刘慧,4
001557019800001,Zhao, Huiyue,赵慧玥,8
001502543900003,Chen, Xiaoyun,陈晓云,3
001102118000001,Liu, Li,刘丽,1
001534223200003,Zhang, Huanshi,张焕仕,7
001430159000003,Shen, Jingyi,,3
001175080300001,Chen, Danyan,陈丹艳,5
001241841600001,Li, Wenqin,李文勤,1
001034744100001,Zheng, Wei,郑玮,4
000837029300006,Chen, Lin,陈琳,2
000837029300006,Tian, Li Liping,,5
000837029300006,Shen, Lingbin,沈令斌,7
000837029300006,Wang, Yunji,王云姬,8
000775432500001,Liu, Tongjin,刘同金,5
000334481500021,Zhu, Lingxue,朱凌雪,5
001682811600001,Wang, Xuedao,王雪道,2
001642462000001,Wang, Can,王灿,5
000805147100001,Liu, Sumei,刘素梅,1
000754339400001,Li, Jingxian,李景仙,1
000362147300026,Dai, Shaoyu,戴绍虞,2
001517600100001,Cheng, Renxiang,程任翔,6
001278826500004,Chen, Xiaoyun,陈晓云,3
000751149800001,Chen, Junhong,陈俊红,7
000751149800001,Dai, Dingzhen,戴鼎震,8
001135578000027,Zang, Xian,臧娴,6
000582529400088,Chen, Yuzhi,陈育志,5
000895264200001,Jia, Huijuan,贾慧娟,1
000895264200001,Song, Yongsheng,宋永生,4
000561589200001,Hao, Lingyun,郝凌云,9
000433026900003,Chen, Xiaoyun,陈晓云,1
000821326000134,Chen, Lin,陈琳,1
000821326000134,Tian, Liping,田丽萍,4
000821326000134,Wang, Yunji,王云姬,6
000431209600021,Chen, Wenjun,陈文君,1
000431209600021,Yuan, Huili,苑惠丽,4
000431209600021,Ding, Kaimeng,丁凯孟,5
000345520000060,Zhu, Lingxue,朱凌雪,5
001076327300001,Wang, Sake,汪萨克,3
000983292500001,Xu, Yu,许煜,5
000901987900001,Chen, Xiaoyun,陈晓云,5
000503095300015,Wang, Rui-Xue,王瑞雪,2
000963442900001,Dong, Ruixia,董瑞霞,3
000501620300005,Wang, Yun,王耘,8
001320796900001,Bai, Bingfeng,白冰峰,1
000706694300001,Huang, Xinmei,黄鑫梅,1
000543698200001,Huang, Xinmei,黄鑫梅,1
001386128600002,Zhang, Huanshi,张焕仕,1
000975043500010,Fan, Junjun,范俊俊,6
000816855900074,Chen, Lin,陈琳,1
000816855900074,Tian, Liping,田丽萍,4
000816855900074,Wang, Yunji,王云姬,7
000816855900074,Yang, Jie,,8
000816855900074,Qian, Junshuo,,9
